0,Type,ID,Created,Description,Amount,Currency,Converted Amount,Fees,Net,Converted Currency,Details,Customer ID,Customer Email,Customer Name,purpose (metadata),phorest_client_id (metadata)
53219,Charge,ch_3SIA8mLrnBTnlT7b0DlGTkec,14/10/2025 15:27,53219:Vanity Skin and Beauty,546.84,aud,546.84,0,546.84,aud,53219_for_stripe,cus_OSUQWAFjmYX0os,,,paysignupbycard1,53219
53330,Charge,ch_3SIA8tLrnBTnlT7b1dQFGfwS,14/10/2025 15:28,53330:Karizma Hair Kreations,97.9,aud,97.9,0,97.9,aud,53330_for_stripe,cus_OTJtsSrZMVHtfw,,,paysignupbycard1,53330
53389,Charge,ch_3SIA8wLrnBTnlT7b1yMf2OgJ,14/10/2025 15:28,53389:Lash & Brow Exclusive,363.19,aud,363.19,0,363.19,aud,53389_for_stripe,cus_QR4ep7XbTXm56Y,,,addnewcard,53389
53424,Charge,ch_3SIA8yLrnBTnlT7b0LkIPm7c,14/10/2025 15:28,53424:The Art of Skin & Beauty,415.73,aud,415.73,0,415.73,aud,53424_for_stripe,cus_Og2io72ijnvni9,,,addnewcard,53424
53681,Charge,ch_3SIA91LrnBTnlT7b1puBtsXU,14/10/2025 15:28,53681:The Hair Chapel,543.24,aud,543.24,0,543.24,aud,53681_for_stripe,cus_SLmcvRKxIBahzU,,,addnewcard,53681
53783,Charge,ch_3SIA93LrnBTnlT7b1m3yZoOw,14/10/2025 15:28,53783:Beauty By Vicky,240.9,aud,240.9,0,240.9,aud,53783_for_stripe,cus_StcZjaCoYcObVc,,,addnewcard,53783
53883,Charge,ch_3SIA9ALrnBTnlT7b1RP7CS00,14/10/2025 15:28,53883:LITTLE BIRDIE HAIR CO,337.19,aud,337.19,0,337.19,aud,53883_for_stripe,cus_PLuxF11EOWoFAB,,,addnewcard,53883
53884,Charge,ch_3SIA9DLrnBTnlT7b0WTi4DB8,14/10/2025 15:28,53884:LITTLE BIRDIE HAIR CO,306.9,aud,306.9,0,306.9,aud,53884_for_stripe,cus_PLuxmxaL1S59aZ,,,addnewcard,53884
53887,Charge,ch_3SIA9FLrnBTnlT7b0z2VqFuq,14/10/2025 15:28,53887:GlamLo Lash & Brow,317.37,aud,317.37,0,317.37,aud,53887_for_stripe,cus_OYnauVyur0lEFB,,,paysignupbycard1,53887
54132,Charge,ch_3SIA9HLrnBTnlT7b1rpyI9MM,14/10/2025 15:28,54132:Blue Lagoon Float and Spa,348.59,aud,348.59,0,348.59,aud,54132_for_stripe,cus_OalHplrZo1vhDl,,,paysignupbycard1,54132
54292,Charge,ch_3SIA9KLrnBTnlT7b0VQ9b5ac,14/10/2025 15:28,54292:All About Skin,425.89,aud,425.89,0,425.89,aud,54292_for_stripe,cus_Oce8JBe7Apeg2L,,,paysignupbycard1,54292
54371,Charge,ch_3SIA9MLrnBTnlT7b0csWjwB9,14/10/2025 15:28,54371:The Desert Skin and Beauty,317.9,aud,317.9,0,317.9,aud,54371_for_stripe,cus_OdH8APVz7wcKYS,,,paysignupbycard1,54371
54509,Charge,ch_3SIA9OLrnBTnlT7b1MG5pX1L,14/10/2025 15:28,54509:Luxe Beauty Australia,319.53,aud,319.53,0,319.53,aud,54509_for_stripe,cus_RxLwk4ND4drf9w,,,addnewcard,54509
54546,Charge,ch_3SIA9RLrnBTnlT7b0TsTXnyS,14/10/2025 15:28,54546:Ra Beauty,329.97,aud,329.97,0,329.97,aud,54546_for_stripe,cus_OfBtfU8ZeRfk3X,,,paysignupbycard1,54546
54547,Charge,ch_3SIA9TLrnBTnlT7b1PJh9fLO,14/10/2025 15:28,54547:Talking Beauty,608.34,aud,608.34,0,608.34,aud,54547_for_stripe,cus_SApDF0VB9MEJC3,,,addnewcard,54547
54673,Charge,ch_3SIA9VLrnBTnlT7b1VqcaC44,14/10/2025 15:28,54673:Brush and Comb Hair and Beauty Salon,204.6,aud,204.6,0,204.6,aud,54673_for_stripe,cus_R2uKxJp8Uzhjgs,,,addnewcard,54673
54790,Charge,ch_3SIA9YLrnBTnlT7b1YICqeqv,14/10/2025 15:28,54790:Hair By Vizual,340.75,aud,340.75,0,340.75,aud,54790_for_stripe,cus_OgNOH7jsnSuOuc,,,paysignupbycard1,54790
54797,Charge,ch_3SIA9aLrnBTnlT7b1AGqyn6G,14/10/2025 15:28,54797:Cullen Bay Day Spa,330.8,aud,330.8,0,330.8,aud,54797_for_stripe,cus_SuDmaDvRKTGWs8,,,addnewcard,54797
55048,Charge,ch_3SIA9cLrnBTnlT7b1o6oQq8w,14/10/2025 15:28,55048:Tyco. Creative,359.36,aud,359.36,0,359.36,aud,55048_for_stripe,cus_P2mn9trd82SHTj,,,addnewcard,55048
55209,Charge,ch_3SIA9fLrnBTnlT7b1gTTZUYR,14/10/2025 15:28,55209:Sculpt Body & Wellness Clinics,436.56,aud,436.56,0,436.56,aud,55209_for_stripe,cus_RnJf405LtPGvQv,,,addnewcard,55209
55211,Charge,ch_3SIA9hLrnBTnlT7b0fVQUxb6,14/10/2025 15:28,55211:Authentix Beauty and Wellness,270.93,aud,270.93,0,270.93,aud,55211_for_stripe,cus_Oj2ZSsPyCN3bxN,,,paysignupbycard1,55211
55489,Charge,ch_3SIA9jLrnBTnlT7b1U1i5pHI,14/10/2025 15:28,55489:SANDY the Salon,319.43,aud,319.43,0,319.43,aud,55489_for_stripe,cus_OlXw8i0NkLDjuS,,,paysignupbycard1,55489
55491,Charge,ch_3SIA9mLrnBTnlT7b0QEhpFKI,14/10/2025 15:28,55491:Halo Hair,351.3,aud,351.3,0,351.3,aud,55491_for_stripe,cus_OlZHR7cSP9O4Q7,,,paysignupbycard1,55491
55585,Charge,ch_3SIA9oLrnBTnlT7b1ECZNIFI,14/10/2025 15:29,55585:CosMedic Collective,469.15,aud,469.15,0,469.15,aud,55585_for_stripe,cus_RRCc0zFoUGIMuF,,,addnewcard,55585
55691,Charge,ch_3SIA9rLrnBTnlT7b0gnmTY0y,14/10/2025 15:29,55691:MELBOURNE HAIR ORGANICS,97.9,aud,97.9,0,97.9,aud,55691_for_stripe,cus_Sbot8syqijgcHg,,,addnewcard,55691
55735,Charge,ch_3SIA9tLrnBTnlT7b18Yfmbem,14/10/2025 15:29,55735:LadyGrace Aesthetics,306.9,aud,306.9,0,306.9,aud,55735_for_stripe,cus_Oq3Uvhry6zE9L8,,,paysignupbycard1,55735
55803,Charge,ch_3SIA9wLrnBTnlT7b1nDvo8eP,14/10/2025 15:29,55803:Gloss Studios,306.9,aud,306.9,0,306.9,aud,55803_for_stripe,cus_Ryu2hBxgAeSsBo,,,addnewcard,55803
55822,Charge,ch_3SIA9yLrnBTnlT7b1w6rfRK3,14/10/2025 15:29,55822:SIR FLETCHER,285.69,aud,285.69,0,285.69,aud,55822_for_stripe,cus_QijUAm0gUM1ZRu,,,addnewcard,55822
55920,Charge,ch_3SIAA1LrnBTnlT7b1f3LXq4q,14/10/2025 15:29,55920:Therapie Skin and Beauty,407,aud,407,0,407,aud,55920_for_stripe,cus_RoSkBOk8LR4ABL,,,addnewcard,55920
55928,Charge,ch_3SIAA4LrnBTnlT7b16AKJ5PY,14/10/2025 15:29,55928:Tempest HairDesign,471.47,aud,471.47,0,471.47,aud,55928_for_stripe,cus_PQ6Mr11DNyaYJc,,,addnewcard,55928
56021,Charge,ch_3SIAA6LrnBTnlT7b0YztpqU8,14/10/2025 15:29,56021:Halo Hair,258.76,aud,258.76,0,258.76,aud,56021_for_stripe,cus_OuH4CP3Kp84l9e,,,paysignupbycard1,56021
56023,Charge,ch_3SIAA9LrnBTnlT7b0qgym44r,14/10/2025 15:29,56023:Sustainable Hair and Body,266.82,aud,266.82,0,266.82,aud,56023_for_stripe,cus_OuKQeDY7dth9LY,,,paysignupbycard1,56023
56198,Charge,ch_3SIAABLrnBTnlT7b1DNXDNCK,14/10/2025 15:29,56198:WOW LASH!,322.71,aud,322.71,0,322.71,aud,56198_for_stripe,cus_RXTYqxtreL2tL1,,,addnewcard,56198
56420,Charge,ch_3SIAADLrnBTnlT7b1N4Ir6XJ,14/10/2025 15:29,56420:Lisa Jane Skin + Beauty,396.29,aud,396.29,0,396.29,aud,56420_for_stripe,cus_QuBZXwv4FmX5AP,,,addnewcard,56420
56422,Charge,ch_3SIAAGLrnBTnlT7b0nS8HgaK,14/10/2025 15:29,56422:Blue Lagoon Float and Spa,427.5,aud,427.5,0,427.5,aud,56422_for_stripe,cus_P0vwYwp7Hksrva,,,paysignupbycard1,56422
56429,Charge,ch_3SIAAILrnBTnlT7b19Y2YnPu,14/10/2025 15:29,56429:5th Avenue for Hair,194.61,aud,194.61,0,194.61,aud,56429_for_stripe,cus_P1KIOFgePrqIOD,,,paysignupbycard1,56429
56544,Charge,ch_3SIAAKLrnBTnlT7b1tOOxZ0O,14/10/2025 15:29,56544:Carti Hair and Co,683.78,aud,683.78,0,683.78,aud,56544_for_stripe,cus_P3iU4yXGwkPAcw,,,paysignupbycard1,56544
56554,Charge,ch_3SIAANLrnBTnlT7b1e52jMFs,14/10/2025 15:29,56554:The Lounge Beauty Co,176.79,aud,176.79,0,176.79,aud,56554_for_stripe,cus_P40RMIr2p2T1iU,,,paysignupbycard1,56554
56589,Charge,ch_3SIAAPLrnBTnlT7b0naWJcYo,14/10/2025 15:29,56589:HairHeaven1,543.74,aud,543.74,0,543.74,aud,56589_for_stripe,cus_Q1vvCryPfigkZO,,,addnewcard,56589
56609,Charge,ch_3SIAASLrnBTnlT7b1clDuguN,14/10/2025 15:29,56609:Switch Hair Room,343.09,aud,343.09,0,343.09,aud,56609_for_stripe,cus_Q9mpmVmplQYcdq,,,addnewcard,56609
56644,Charge,ch_3SIAAULrnBTnlT7b1wTFZIiq,14/10/2025 15:29,56644:Amar Skin,269.27,aud,269.27,0,269.27,aud,56644_for_stripe,cus_QhVzZMKLCUnEd4,,,addnewcard,56644
56648,Charge,ch_3SIAAXLrnBTnlT7b1fWnipWy,14/10/2025 15:29,56648:Red Salon,296.16,aud,296.16,0,296.16,aud,56648_for_stripe,cus_SXNhtgVIhy1w5q,,,addnewcard,56648
56654,Charge,ch_3SIAAZLrnBTnlT7b0tCjG75i,14/10/2025 15:29,56654:James & Co. Hair,265.98,aud,265.98,0,265.98,aud,56654_for_stripe,cus_QxXDIYLOQjpPSx,,,addnewcard,56654
56656,Charge,ch_3SIAAcLrnBTnlT7b0kf5t4xk,14/10/2025 15:29,56656:The Beauty Emporium,373.85,aud,373.85,0,373.85,aud,56656_for_stripe,cus_P6Lr1wTefQVcJs,,,paysignupbycard1,56656
56674,Charge,ch_3SIAAeLrnBTnlT7b11sVJbMT,14/10/2025 15:29,56674:Skin Room,379.56,aud,379.56,0,379.56,aud,56674_for_stripe,cus_P6aTzEgSqFdcH3,,,paysignupbycard1,56674
56676,Charge,ch_3SIAAgLrnBTnlT7b1uAn16t3,14/10/2025 15:29,56676:My House of Hair,129.8,aud,129.8,0,129.8,aud,56676_for_stripe,cus_PM0FfNFk9wZaNA,,,addnewcard,56676
56848,Charge,ch_3SIAAiLrnBTnlT7b0o5Z4Fba,14/10/2025 15:29,56848:Salty Scissors,242.88,aud,242.88,0,242.88,aud,56848_for_stripe,cus_PB6oRR0MPgnjQY,,,paysignupbycard1,56848
57015,Charge,ch_3SIAAqLrnBTnlT7b0nrqeSNa,14/10/2025 15:30,57015:Beautyologist,317.9,aud,317.9,0,317.9,aud,57015_for_stripe,cus_PG1e2tk5r3ygDD,,,paysignupbycard1,57015
57282,Charge,ch_3SIAAwLrnBTnlT7b0YhQo3Yu,14/10/2025 15:30,57282:Xiang Hair - Greensborough,415.17,aud,415.17,0,415.17,aud,57282_for_stripe,cus_QbtNB1zEdIEv0O,,,addnewcard,57282
57347,Charge,ch_3SIAAyLrnBTnlT7b0b9sbU2J,14/10/2025 15:30,57347:Be Naturally You,433.4,aud,433.4,0,433.4,aud,57347_for_stripe,cus_PNkakwi5xl3hHN,,,paysignupbycard1,57347
57401,Charge,ch_3SIAB0LrnBTnlT7b1TZGigG2,14/10/2025 15:30,57401:The Hair Shack Tweed,304.7,aud,304.7,0,304.7,aud,57401_for_stripe,cus_PObNSeKlAfYJeI,,,paysignupbycard1,57401
57432,Charge,ch_3SIAB3LrnBTnlT7b1ZqJZzdF,14/10/2025 15:30,57432:Falcone Salon,720.15,aud,720.15,0,720.15,aud,57432_for_stripe,cus_POxKznqwthwGGo,,,paysignupbycard1,57432
57613,Charge,ch_3SIAB6LrnBTnlT7b0gBdEGra,14/10/2025 15:30,57613:ONE CLINIC,457.44,aud,457.44,0,457.44,aud,57613_for_stripe,cus_PRVcFQdAKHCvjp,,,paysignupbycard1,57613
57634,Charge,ch_3SIAB8LrnBTnlT7b17uBAJw6,14/10/2025 15:30,57634:Pure Essence Skin Body & Tanning,172.7,aud,172.7,0,172.7,aud,57634_for_stripe,cus_PRqHJay4nVwDoD,,,paysignupbycard1,57634
57766,Charge,ch_3SIABDLrnBTnlT7b1ReDm3Ps,14/10/2025 15:30,57766:Skin By Sarah Hudson,419.25,aud,419.25,0,419.25,aud,57766_for_stripe,cus_Rd6USPbz1WH15R,,,addnewcard,57766
57769,Charge,ch_3SIABFLrnBTnlT7b0LTG9AdO,14/10/2025 15:30,57769:Modern Skin & Beauty,191.18,aud,191.18,0,191.18,aud,57769_for_stripe,cus_PgEVGQF9lFsscq,,,addnewcard,57769
57823,Charge,ch_3SIABILrnBTnlT7b1QnB2zVz,14/10/2025 15:30,57823:Urban Vogue Skin and Wellness,808.07,aud,808.07,0,808.07,aud,57823_for_stripe,cus_QwnRBeT9Tj6cIG,,,addnewcard,57823
57828,Charge,ch_3SIABKLrnBTnlT7b15Eh34it,14/10/2025 15:30,57828:Dirty Little Secret Hair Salon,371.7,aud,371.7,0,371.7,aud,57828_for_stripe,cus_PViClIs26uSrYD,,,paysignupbycard1,57828
57977,Charge,ch_3SIABNLrnBTnlT7b0JmEKpun,14/10/2025 15:30,57977:ANGELSTAR AU PTY LTD,357.31,aud,357.31,0,357.31,aud,57977_for_stripe,cus_T4Rs9HVVTtQagg,,,addnewcard,57977
58098,Charge,ch_3SIABPLrnBTnlT7b1THouA7O,14/10/2025 15:30,58098:Heavenly Oasis Laser Skin Beauty,306.9,aud,306.9,0,306.9,aud,58098_for_stripe,cus_PZTcBHYo1HqDYF,,,paysignupbycard1,58098
58104,Charge,ch_3SIABRLrnBTnlT7b1QQvL8NM,14/10/2025 15:30,58104:Endless Solutions Bendigo,465.3,aud,465.3,0,465.3,aud,58104_for_stripe,cus_PZXrjL3eRcEPLX,,,paysignupbycard1,58104
58130,Charge,ch_3SIABXLrnBTnlT7b0N0qglgW,14/10/2025 15:30,58130:The Blonde Spot,190.12,aud,190.12,0,190.12,aud,58130_for_stripe,cus_Sibrf3gakswUkM,,,addnewcard,58130
58414,Charge,ch_3SIABcLrnBTnlT7b1I3S7j67,14/10/2025 15:30,58414:LOAM Hair Co,249.26,aud,249.26,0,249.26,aud,58414_for_stripe,cus_Q0vgi7PI2Q24Ri,,,addnewcard,58414
58623,Charge,ch_3SIABfLrnBTnlT7b1eBfDNEj,14/10/2025 15:30,58623:Indie Sky + Co,556.95,aud,556.95,0,556.95,aud,58623_for_stripe,cus_T7IS0seEc48pcr,,,addnewcard,58623
58643,Charge,ch_3SIABhLrnBTnlT7b1M9yG2Ql,14/10/2025 15:30,58643:Revival Health Labs,453.74,aud,453.74,0,453.74,aud,58643_for_stripe,cus_PiSg9GQFn3QU2W,,,paysignupbycard1,58643
58684,Charge,ch_3SIABjLrnBTnlT7b1HDfxZw8,14/10/2025 15:31,58684:Cosmetic Injectables by Sam PTY LTD T/A Skin Solutions Canberra,439.81,aud,439.81,0,439.81,aud,58684_for_stripe,cus_Pips2IsffLrw2f,,,paysignupbycard1,58684
58711,Charge,ch_3SIABnLrnBTnlT7b0BAK2RRB,14/10/2025 15:31,58711:So Sol Skin and Body,455.36,aud,455.36,0,455.36,aud,58711_for_stripe,cus_SY3TG5ErIVWtk1,,,addnewcard,58711
58809,Charge,ch_3SIABqLrnBTnlT7b0JuX6Kep,14/10/2025 15:31,58809:Saabi Collective,635.61,aud,635.61,0,635.61,aud,58809_for_stripe,cus_T6E0LNVjPJQcX6,,,addnewcard,58809
58847,Charge,ch_3SIABsLrnBTnlT7b1FYahj0h,14/10/2025 15:31,58847:KMHD Salon,526.97,aud,526.97,0,526.97,aud,58847_for_stripe,cus_Pli6HSDsf7MczE,,,paysignupbycard1,58847
58881,Charge,ch_3SIABuLrnBTnlT7b0Usup5Be,14/10/2025 15:31,58881:Khayaam Hair Salon,433.55,aud,433.55,0,433.55,aud,58881_for_stripe,cus_Pm7LLtgWobjAug,,,paysignupbycard1,58881
58958,Charge,ch_3SIABxLrnBTnlT7b0vEWVnso,14/10/2025 15:31,58958:Eltham Cosmetic Clinic,338.8,aud,338.8,0,338.8,aud,58958_for_stripe,cus_Pnedu2YdpPNUe4,,,paysignupbycard1,58958
58978,Charge,ch_3SIABzLrnBTnlT7b1zYqj3oj,14/10/2025 15:31,58978:Bristle Hair,373.57,aud,373.57,0,373.57,aud,58978_for_stripe,cus_PnwkvLRrmDAHa4,,,paysignupbycard1,58978
58980,Charge,ch_3SIAC1LrnBTnlT7b1OyRFVVp,14/10/2025 15:31,58980:BODHI Wellness Spa Retreat,366.3,aud,366.3,0,366.3,aud,58980_for_stripe,cus_Po51FTpMJNGmsG,,,paysignupbycard1,58980
58981,Charge,ch_3SIAC4LrnBTnlT7b1RbxrXcW,14/10/2025 15:31,58981:BODHI Wellness Spa Retreat ,540.5,aud,540.5,0,540.5,aud,58981_for_stripe,cus_Po55542NMhNCPH,,,paysignupbycard1,58981
58982,Charge,ch_3SIAC7LrnBTnlT7b19oc3Trg,14/10/2025 15:31,58982:BODHI Skin and Body,366.3,aud,366.3,0,366.3,aud,58982_for_stripe,cus_Po5FYc85wbL1Ki,,,paysignupbycard1,58982
58983,Charge,ch_3SIAC9LrnBTnlT7b1gEzAKLd,14/10/2025 15:31,58983:BODHI Wellness Spa Retreat,366.3,aud,366.3,0,366.3,aud,58983_for_stripe,cus_Po5KMYSnE5FKaP,,,paysignupbycard1,58983
58984,Charge,ch_3SIACCLrnBTnlT7b1kMKW6Ev,14/10/2025 15:31,58984:BODHI Wellness Spa Retreat ,366.3,aud,366.3,0,366.3,aud,58984_for_stripe,cus_RytzzJrMV4mCwd,,,addnewcard,58984
58989,Charge,ch_3SIACELrnBTnlT7b1lJq9iYI,14/10/2025 15:31,58989:Nurse Naomi Skin,256.74,aud,256.74,0,256.74,aud,58989_for_stripe,cus_Po7Y5c1G61TNNP,,,paysignupbycard1,58989
59107,Charge,ch_3SIACGLrnBTnlT7b0UeuLDIy,14/10/2025 15:31,59107:E-clips Hair Studio,306.02,aud,306.02,0,306.02,aud,59107_for_stripe,cus_PoiGkD0nwJhFwr,,,paysignupbycard1,59107
59142,Charge,ch_3SIACJLrnBTnlT7b1zMLLZwd,14/10/2025 15:31,59142:Project Skin,306.9,aud,306.9,0,306.9,aud,59142_for_stripe,cus_PowjCrzONwnvl9,,,paysignupbycard1,59142
59198,Charge,ch_3SIACLLrnBTnlT7b1mKjtbqd,14/10/2025 15:31,59198:The Fringe Collective,352.63,aud,352.63,0,352.63,aud,59198_for_stripe,cus_PqEJOIQjj8Fepr,,,paysignupbycard1,59198
59199,Charge,ch_3SIACOLrnBTnlT7b0iilWbKN,14/10/2025 15:31,59199:Nail Parlour & Co.,267.85,aud,267.85,0,267.85,aud,59199_for_stripe,cus_QZZ1vyLukq5JMC,,,addnewcard,59199
59202,Charge,ch_3SIACRLrnBTnlT7b197OTEPM,14/10/2025 15:31,59202:Gallo Hair,353.94,aud,353.94,0,353.94,aud,59202_for_stripe,cus_PqMeKICPdGEwri,,,paysignupbycard1,59202
59203,Charge,ch_3SIACTLrnBTnlT7b0EnHfG9T,14/10/2025 15:31,59203:Koi hair co,361.98,aud,361.98,0,361.98,aud,59203_for_stripe,cus_PqNOr7FhLTbSt9,,,paysignupbycard1,59203
59318,Charge,ch_3SIACYLrnBTnlT7b0C84WJWU,14/10/2025 15:31,59318:Dermalogica - Miranda,250.62,aud,250.62,0,250.62,aud,59318_for_stripe,cus_QPu9EXe3l2GzjV,,,addnewcard,59318
59321,Charge,ch_3SIACbLrnBTnlT7b0GvE0lHH,14/10/2025 15:31,59321:Satori Hair,214.85,aud,214.85,0,214.85,aud,59321_for_stripe,cus_SibzQJhOiFhJqT,,,addnewcard,59321
59837,Charge,ch_3SIACdLrnBTnlT7b0UGtg62s,14/10/2025 15:31,59837:Botanica Wellness Spa and Clinic,471.42,aud,471.42,0,471.42,aud,59837_for_stripe,cus_SGVM7koU8iPGUb,,,addnewcard,59837
59843,Charge,ch_3SIACfLrnBTnlT7b0iPTf3kU,14/10/2025 15:31,59843:The Skyn Lounge,408.55,aud,408.55,0,408.55,aud,59843_for_stripe,cus_Q19NN5k1HRPPtj,,,paysignupbycard1,59843
59955,Charge,ch_3SIAChLrnBTnlT7b0KnUHF16,14/10/2025 15:32,59955:The Place Hairdressing,376.43,aud,376.43,0,376.43,aud,59955_for_stripe,cus_SQwdUdtsvofyrP,,,addnewcard,59955
59988,Charge,ch_3SIAClLrnBTnlT7b0lwkmrPg,14/10/2025 15:32,59988:ZHL LASER CLINIC,186.21,aud,186.21,0,186.21,aud,59988_for_stripe,cus_Q2dAHIl7FwqyiL,,,paysignupbycard1,59988
60103,Charge,ch_3SIACnLrnBTnlT7b1v4EouMO,14/10/2025 15:32,60103:Mane Concept,519.85,aud,519.85,0,519.85,aud,60103_for_stripe,cus_T685g12FYTJQ5Z,,,addnewcard,60103
60285,Charge,ch_3SIACtLrnBTnlT7b1nQDD2MJ,14/10/2025 15:32,60285:BLAKE & KWAN,416.9,aud,416.9,0,416.9,aud,60285_for_stripe,cus_Q6rozfHo003aOj,,,paysignupbycard1,60285
60347,Charge,ch_3SIACvLrnBTnlT7b0zhsPotc,14/10/2025 15:32,60347:Bryoni's Hair Pty Ltd,484.51,aud,484.51,0,484.51,aud,60347_for_stripe,cus_Q7Gb2ujDNagXCx,,,paysignupbycard1,60347
60384,Charge,ch_3SIACyLrnBTnlT7b02V9KTSK,14/10/2025 15:32,60384:Beauty by Beck,185.9,aud,185.9,0,185.9,aud,60384_for_stripe,cus_Q7YEliPgGww3w2,,,paysignupbycard1,60384
60410,Charge,ch_3SIAD0LrnBTnlT7b1EkHsCxU,14/10/2025 15:32,60410:Belle Sorelle,181.38,aud,181.38,0,181.38,aud,60410_for_stripe,cus_SuP1iPNGqYwQwM,,,addnewcard,60410
60411,Charge,ch_3SIAD3LrnBTnlT7b1BEuMyAr,14/10/2025 15:32,60411:Redefine Skin & Beauty Salon Coogee,414.49,aud,414.49,0,414.49,aud,60411_for_stripe,cus_RCymxXDeruwccJ,,,addnewcard,60411
60435,Charge,ch_3SIAD5LrnBTnlT7b0wjkBXYn,14/10/2025 15:32,60435:Instyle Hair & Beauty NT,341.13,aud,341.13,0,341.13,aud,60435_for_stripe,cus_Q8yTGN5DUbSvW5,,,paysignupbycard1,60435
60442,Charge,ch_3SIAD7LrnBTnlT7b10hKnrQs,14/10/2025 15:32,60442:The Brow and Body Bar,434.87,aud,434.87,0,434.87,aud,60442_for_stripe,cus_Q92HQXF3KxrzzQ,,,paysignupbycard1,60442
60553,Charge,ch_3SIADCLrnBTnlT7b14cqiVC4,14/10/2025 15:32,60553:Morph hair and beauty,262.9,aud,262.9,0,262.9,aud,60553_for_stripe,cus_SXOFD24aYUlTn0,,,addnewcard,60553
60578,Charge,ch_3SIADELrnBTnlT7b1xuUMLUx,14/10/2025 15:32,60578:Eden Hair Energy,604.46,aud,604.46,0,604.46,aud,60578_for_stripe,cus_QBJnvGkeqIH2CS,,,paysignupbycard1,60578
60579,Charge,ch_3SIADHLrnBTnlT7b0op0FSy8,14/10/2025 15:32,60579:Ora Skin,448.32,aud,448.32,0,448.32,aud,60579_for_stripe,cus_QBL4Qkugkk6IG6,,,paysignupbycard1,60579
60606,Charge,ch_3SIADKLrnBTnlT7b0LogouqQ,14/10/2025 15:32,60606:Hairevent,287.87,aud,287.87,0,287.87,aud,60606_for_stripe,cus_SuDVYff3Y3O2TX,,,addnewcard,60606
60640,Charge,ch_3SIADMLrnBTnlT7b08ggpaGy,14/10/2025 15:32,60640:Brazil Wax Beauty Bar,368.68,aud,368.68,0,368.68,aud,60640_for_stripe,cus_QC6NV2kmsNlLfY,,,paysignupbycard1,60640
60689,Charge,ch_3SIADPLrnBTnlT7b0ja30LJx,14/10/2025 15:32,60689:Moni Hair & Beauty Studio,185.9,aud,185.9,0,185.9,aud,60689_for_stripe,cus_QCZ3p4G0NVuktl,,,paysignupbycard1,60689
60711,Charge,ch_3SIADVLrnBTnlT7b1uX8ht3A,14/10/2025 15:32,60711:SEED Cosmetics,447.01,aud,447.01,0,447.01,aud,60711_for_stripe,cus_QClCNhIwIUmKIE,,,paysignupbycard1,60711
60765,Charge,ch_3SIADYLrnBTnlT7b0OuIFMLM,14/10/2025 15:32,60765:Saya Medispa,317.9,aud,317.9,0,317.9,aud,60765_for_stripe,cus_SXON6FluYcwRHK,,,addnewcard,60765
60781,Charge,ch_3SIADaLrnBTnlT7b1eKzZ5YX,14/10/2025 15:32,60781:The Hair Artistry,185.9,aud,185.9,0,185.9,aud,60781_for_stripe,cus_QDsMsh2rUWfaKy,,,paysignupbycard1,60781
60963,Charge,ch_3SIADcLrnBTnlT7b1g52hZQm,14/10/2025 15:32,60963:Glowing Skin and Laser Drouin,273.06,aud,273.06,0,273.06,aud,60963_for_stripe,cus_QWEvttrin09OqU,,,addnewcard,60963
60965,Charge,ch_3SIADeLrnBTnlT7b08xCVQIS,14/10/2025 15:32,60965:Skin Societé Cottesloe,509.5,aud,509.5,0,509.5,aud,60965_for_stripe,cus_SuDlI8K8Bu82xb,,,addnewcard,60965
60966,Charge,ch_3SIADhLrnBTnlT7b0fOxoue8,14/10/2025 15:33,60966:Skin Societé Rockingham,620.26,aud,620.26,0,620.26,aud,60966_for_stripe,cus_RyucCRbfao0Jth,,,addnewcard,60966
61004,Charge,ch_3SIADjLrnBTnlT7b1TxBtG2u,14/10/2025 15:33,61004:Skin Societé Karrinyup,496.49,aud,496.49,0,496.49,aud,61004_for_stripe,cus_QFjuzgAnEyiipI,,,paysignupbycard1,61004
61005,Charge,ch_3SIADlLrnBTnlT7b0YPx4fHX,14/10/2025 15:33,61005:Skin Societé Osborne Park,466.17,aud,466.17,0,466.17,aud,61005_for_stripe,cus_QFofwYwgvdmQMt,,,paysignupbycard1,61005
61019,Charge,ch_3SIADoLrnBTnlT7b0UaYqPsJ,14/10/2025 15:33,61019:Ardor Organics,593.54,aud,593.54,0,593.54,aud,61019_for_stripe,cus_T6WuY55lqjNRYi,,,addnewcard,61019
61044,Charge,ch_3SIADqLrnBTnlT7b0jbWwe2E,14/10/2025 15:33,61044:Blonderlust. The Salon & Evolve Hair Extensions,328.2,aud,328.2,0,328.2,aud,61044_for_stripe,cus_T5s2zWyJ9KRDu8,,,addnewcard,61044
61060,Charge,ch_3SIADtLrnBTnlT7b1gxvEAYL,14/10/2025 15:33,61060:Skin Societé Ellenbrook,184.6,aud,184.6,0,184.6,aud,61060_for_stripe,cus_QH2b9jtAjNK3rh,,,paysignupbycard1,61060
61131,Charge,ch_3SIADvLrnBTnlT7b1wrQVwSv,14/10/2025 15:33,61131:LOCO LONDON PTY LTD,210.69,aud,210.69,0,210.69,aud,61131_for_stripe,cus_SLnE33yyTAz4aR,,,addnewcard,61131
